-175.34338,188.68413
-175.37257,180.65439
-175.37257,180.65439
-175.90782,33.44249
-131.03008,-0.18205
-125.77496,353.11176
-117.87281,342.37592
-123.21552,329.01270
-133.83281,321.02231
-147.07765,318.39493
-160.30791,319.78241
-173.51382,327.86136
-173.65007,290.38925
-32.03433,289.86279
-31.88836,330.01147
-58.26614,355.53738
-63.52612,0.90531
-77.98743,27.72523
-85.85551,47.82911
-85.80685,61.21201
-81.80225,70.56528
-68.52821,81.22239
-52.62661,86.51651
-34.07799,91.80079
-31.26066,138.63109
-48.32034,178.84375
-49.63411,181.52525
-60.20274,186.91779
-152.88748,176.55588
-152.88748,176.55588
-57.59465,176.20161
-41.83416,142.68533
-41.99473,98.52176
-154.49321,98.93997
-152.43008,302.35513
-41.25512,301.94183
-41.15294,330.04593
-109.97553,330.30176
-120.60255,319.63483
-135.18552,312.99750
-152.39116,313.06146
34.73001,87.53007
58.61648,104.83927
58.26614,8.48240
34.52078,29.98360
